Date,KNX,HTZ,HTLD,JBHT,WERN,ODFL,TFII
2022-01-03 00:00:00-05:00,58.690032958984375,24.75,16.45598793029785,196.38246154785156,45.313758850097656,170.8134307861328,106.87822723388672
2022-01-04 00:00:00-05:00,59.300472259521484,24.549999237060547,16.701602935791016,202.045166015625,46.43628692626953,175.05950927734375,106.5018539428711
2022-01-05 00:00:00-05:00,58.91289520263672,23.700000762939453,16.485458374023438,197.86138916015625,45.64955139160156,168.7964324951172,101.1555404663086
2022-01-06 00:00:00-05:00,57.430381774902344,24.0,16.161252975463867,196.48951721191406,44.45027160644531,168.75204467773438,98.76222229003906
2022-01-07 00:00:00-05:00,56.72303771972656,24.309999465942383,16.013885498046875,194.69927978515625,44.13365936279297,164.02272033691406,99.1965103149414
2022-01-10 00:00:00-05:00,56.151344299316406,24.68000030517578,16.03353500366211,192.62684631347656,44.085689544677734,162.82437133789062,95.36528015136719
2022-01-11 00:00:00-05:00,55.986629486083984,24.40999984741211,16.013885498046875,193.6679229736328,44.056907653808594,160.5065460205078,96.75495147705078
2022-01-12 00:00:00-05:00,56.02538299560547,24.43000030517578,15.827220916748047,197.31655883789062,43.91299057006836,159.9295196533203,95.2784423828125
2022-01-13 00:00:00-05:00,55.67655944824219,24.15999984741211,15.866520881652832,198.66896057128906,44.26797103881836,156.7388458251953,95.38458251953125
2022-01-14 00:00:00-05:00,55.02735137939453,24.0,15.67003059387207,196.60626220703125,44.56540298461914,155.8955535888672,93.1843032836914
2022-01-18 00:00:00-05:00,55.56028747558594,23.68000030517578,15.561960220336914,195.06900024414062,44.920387268066406,154.7317352294922,91.77535247802734
2022-01-19 00:00:00-05:00,55.56028747558594,21.700000762939453,15.552136421203613,195.22467041015625,44.47905349731445,154.0758056640625,96.20487976074219
2022-01-20 00:00:00-05:00,54.6397705078125,20.93000030517578,15.49318790435791,194.99114990234375,43.36612319946289,151.39305114746094,96.4557876586914
2022-01-21 00:00:00-05:00,53.87428665161133,19.0,15.444067001342773,193.5706329345703,43.03990936279297,146.37278747558594,93.2518539428711
2022-01-24 00:00:00-05:00,55.38587951660156,18.510000228881836,15.856695175170898,197.19003295898438,44.1816291809082,152.408935546875,93.2518539428711
2022-01-25 00:00:00-05:00,53.65143585205078,18.25,15.355647087097168,190.65174865722656,42.66573715209961,147.93113708496094,90.33743286132812
2022-01-26 00:00:00-05:00,52.46929168701172,18.260000228881836,14.510744094848633,190.2139129638672,41.6103630065918,144.0352325439453,90.67518615722656
2022-01-27 00:00:00-05:00,52.847198486328125,17.739999771118164,14.343727111816406,183.0237579345703,41.428070068359375,141.0319061279297,88.73546600341797
2022-01-28 00:00:00-05:00,53.80646514892578,18.18000030517578,14.491092681884766,186.71124267578125,41.97494888305664,144.73550415039062,90.7620620727539
2022-01-31 00:00:00-05:00,54.82387924194336,19.260000228881836,14.697406768798828,187.3339385986328,42.78086853027344,148.897705078125,92.93340301513672
2022-02-01 00:00:00-05:00,55.007972717285156,19.959999084472656,14.62863826751709,186.95448303222656,42.62736129760742,150.99855041503906,96.69705200195312
2022-02-02 00:00:00-05:00,55.608734130859375,19.75,14.441971778869629,190.486328125,42.84803009033203,159.89010620117188,96.56192779541016
2022-02-03 00:00:00-05:00,54.97890853881836,19.25,14.383024215698242,188.46823120117188,42.65613555908203,161.5816192626953,94.09143829345703
2022-02-04 00:00:00-05:00,54.05839538574219,19.739999771118164,14.17671012878418,184.85113525390625,42.25319290161133,152.67031860351562,94.89242553710938
2022-02-07 00:00:00-05:00,53.215396881103516,19.360000610351562,14.029341697692871,181.8872528076172,42.032508850097656,150.85060119628906,93.1843032836914
2022-02-08 00:00:00-05:00,54.523494720458984,20.0,14.196359634399414,184.16864013671875,42.013328552246094,153.15855407714844,100.38349151611328
2022-02-09 00:00:00-05:00,55.19207763671875,20.799999237060547,14.216008186340332,189.52117919921875,42.23399353027344,155.7870635986328,106.20269775390625
2022-02-10 00:00:00-05:00,53.92273712158203,20.799999237060547,14.00969409942627,186.71327209472656,41.447261810302734,151.48184204101562,105.17974090576172
2022-02-11 00:00:00-05:00,53.6126708984375,19.84000015258789,14.00969409942627,185.21182250976562,41.81184768676758,145.8007049560547,103.32686614990234
2022-02-14 00:00:00-05:00,53.26383972167969,20.420000076293945,14.058815002441406,187.6687469482422,41.52401351928711,144.96238708496094,103.09526824951172
2022-02-15 00:00:00-05:00,53.06036376953125,19.760000228881836,13.990043640136719,188.17572021484375,41.22660446166992,146.7672882080078,103.37512969970703
2022-02-16 00:00:00-05:00,52.39178466796875,19.450000762939453,14.216008186340332,186.2160186767578,41.015525817871094,146.599609375,101.55120086669922
2022-02-17 00:00:00-05:00,52.013885498046875,18.93000030517578,14.23565673828125,183.1352081298828,40.96754837036133,142.8861541748047,100.21943664550781
2022-02-18 00:00:00-05:00,52.19798278808594,18.309999465942383,14.166885375976562,183.5739288330078,41.571990966796875,142.00836181640625,98.70433044433594
2022-02-22 00:00:00-05:00,50.67671203613281,17.959999084472656,13.86232852935791,184.41238403320312,40.96754837036133,141.33767700195312,97.10236358642578
2022-02-23 00:00:00-05:00,50.26005554199219,17.190000534057617,13.823028564453125,184.0321502685547,40.6125602722168,139.3058624267578,96.9769058227539
2022-02-24 00:00:00-05:00,50.889888763427734,19.75,13.74443244934082,184.1783905029297,41.24578857421875,145.3075714111328,98.212158203125
2022-02-25 00:00:00-05:00,52.653404235839844,20.809999465942383,14.048993110656738,191.17857360839844,41.80224609375,149.82481384277344,99.83341979980469
2022-02-28 00:00:00-05:00,52.7890510559082,20.31999969482422,14.107938766479492,197.84722900390625,41.696712493896484,154.8648681640625,100.64408111572266
2022-03-01 00:00:00-05:00,52.13984680175781,19.06999969482422,14.088289260864258,195.34158325195312,42.214805603027344,153.0828857421875,99.39915466308594
2022-03-02 00:00:00-05:00,52.59526443481445,20.209999084472656,14.23565673828125,197.64248657226562,43.12626647949219,156.9578399658203,102.3328857421875
2022-03-03 00:00:00-05:00,53.177921295166016,19.90999984741211,14.255306243896484,196.1995849609375,42.895999908447266,160.15650939941406,102.16883087158203
2022-03-04 00:00:00-05:00,52.89630126953125,19.209999084472656,14.324076652526855,198.74420166015625,42.91518783569336,157.1256561279297,99.64041900634766
2022-03-07 00:00:00-05:00,50.410255432128906,18.229999542236328,14.058815002441406,194.94189453125,41.965362548828125,149.07960510253906,91.58233642578125
2022-03-08 00:00:00-05:00,48.65255355834961,18.59000015258789,13.891800880432129,189.02391052246094,40.900390625,147.76657104492188,87.73181915283203
2022-03-09 00:00:00-05:00,50.458824157714844,20.040000915527344,14.088289260864258,194.3763885498047,41.22660446166992,151.47860717773438,92.07450103759766
2022-03-10 00:00:00-05:00,50.26460266113281,21.079999923706055,14.029341697692871,196.8235321044922,40.69889831542969,152.8953094482422,91.70777130126953
2022-03-11 00:00:00-05:00,49.885860443115234,21.540000915527344,13.852503776550293,193.38198852539062,40.430267333984375,151.2367401123047,89.51715087890625
2022-03-14 00:00:00-04:00,50.148067474365234,21.5,13.94092082977295,190.45709228515625,40.81404113769531,147.37661743164062,90.4435806274414
2022-03-15 00:00:00-04:00,51.245418548583984,22.040000915527344,14.107938766479492,193.99618530273438,40.8524169921875,152.51522827148438,93.95632934570312
2022-03-16 00:00:00-04:00,54.63458251953125,23.5,14.638459205627441,212.59828186035156,42.3970947265625,159.6382293701172,99.01313018798828
2022-03-17 00:00:00-04:00,53.576080322265625,23.149999618530273,14.569686889648438,210.86288452148438,41.62955093383789,159.33218383789062,100.64408111572266
2022-03-18 00:00:00-04:00,54.508338928222656,22.020000457763672,14.569686889648438,209.68319702148438,41.80224609375,162.05699157714844,103.62602233886719
2022-03-21 00:00:00-04:00,53.58578109741211,21.81999969482422,14.441971778869629,208.60098266601562,41.255374908447266,157.8562469482422,105.4306640625
2022-03-22 00:00:00-04:00,53.391571044921875,21.940000534057617,14.392847061157227,208.4937286376953,41.053897857666016,159.40130615234375,107.70816040039062
2022-03-23 00:00:00-04:00,52.022308349609375,22.450000762939453,14.17671012878418,204.9156494140625,40.430267333984375,155.33871459960938,106.37640380859375
2022-03-24 00:00:00-04:00,51.89606475830078,22.899999618530273,14.147195816040039,203.21922302246094,40.324729919433594,156.31617736816406,106.51151275634766
2022-03-25 00:00:00-04:00,51.38137435913086,22.649999618530273,14.275092124938965,203.950439453125,40.36310577392578,154.87966918945312,101.8407211303711
2022-03-28 00:00:00-04:00,51.808658599853516,22.440000534057617,14.275092124938965,204.2916717529297,40.4686393737793,155.95082092285156,103.04700469970703
2022-03-29 00:00:00-04:00,52.43016815185547,23.059999465942383,14.452177047729492,203.97970581054688,40.88119888305664,158.033935546875,104.92884826660156
2022-03-30 00:00:00-04:00,50.8861083984375,22.020000457763672,14.078328132629395,201.0938262939453,40.487831115722656,153.67523193359375,104.25164031982422
2022-03-31 00:00:00-04:00,49.00215530395508,22.149999618530273,13.842211723327637,195.76084899902344,39.336517333984375,147.435791015625,103.04232788085938
2022-04-01 00:00:00-04:00,45.962589263916016,21.1200008392334,13.163385391235352,176.96376037597656,36.40066909790039,137.4744873046875,97.13124084472656
2022-04-04 00:00:00-04:00,45.447898864746094,23.3799991607666,13.045327186584473,172.6934356689453,36.38148498535156,137.0845184326172,92.99059295654297
2022-04-05 00:00:00-04:00,44.107765197753906,21.93000030517578,12.858404159545898,168.74490356445312,36.151222229003906,132.9429931640625,88.25980377197266
2022-04-06 00:00:00-04:00,44.59332275390625,21.829999923706055,12.838726997375488,166.43423461914062,36.30472946166992,129.60610961914062,84.60285949707031
2022-04-07 00:00:00-04:00,44.806968688964844,21.799999237060547,12.819050788879395,168.2671661376953,36.448646545410156,130.31198120117188,84.27393341064453
2022-04-08 00:00:00-04:00,45.739227294921875,21.190000534057617,12.750184059143066,168.84237670898438,36.37189483642578,128.29798889160156,79.88175201416016
2022-04-11 00:00:00-04:00,45.00118637084961,21.709999084472656,12.750184059143066,166.42449951171875,35.80583572387695,127.40454864501953,80.90724182128906
2022-04-12 00:00:00-04:00,44.29227828979492,21.520000457763672,12.700995445251465,164.016357421875,35.51800537109375,128.3424072265625,79.49476623535156
2022-04-13 00:00:00-04:00,45.428470611572266,22.3799991607666,12.927270889282227,167.6724395751953,36.227970123291016,131.59046936035156,81.18780517578125
2022-04-14 00:00:00-04:00,44.71956253051758,22.329999923706055,12.94694709777832,167.70167541503906,35.83335876464844,130.6871337890625,78.58536529541016
2022-04-18 00:00:00-04:00,44.48649978637695,22.209999084472656,12.858404159545898,167.15567016601562,35.477237701416016,131.0030517578125,78.60472106933594
2022-04-19 00:00:00-04:00,45.94316482543945,22.639999389648438,13.153547286987305,169.52487182617188,36.9498405456543,135.16432189941406,80.6266860961914
2022-04-20 00:00:00-04:00,46.76860809326172,23.899999618530273,13.183058738708496,168.23793029785156,37.459957122802734,136.68467712402344,84.21590423583984
2022-04-21 00:00:00-04:00,47.58433532714844,22.8799991607666,13.655290603637695,167.0485076904297,37.35408401489258,135.7862548828125,83.44193267822266
2022-04-22 00:00:00-04:00,46.448143005371094,22.549999237060547,13.6946439743042,165.1083221435547,37.28670883178711,132.7998809814453,80.3751449584961
2022-04-25 00:00:00-04:00,48.35151290893555,23.5,13.881567001342773,169.69061279296875,38.12407302856445,138.12603759765625,83.32584381103516
2022-04-26 00:00:00-04:00,46.0596923828125,23.0,13.802861213684082,167.70167541503906,37.5273323059082,134.32022094726562,77.76304626464844
2022-04-27 00:00:00-04:00,46.50640869140625,23.530000686645508,13.478205680847168,167.49697875976562,37.49846267700195,134.2609405517578,76.5924301147461
2022-04-28 00:00:00-04:00,47.75914001464844,21.920000076293945,13.793024063110352,170.21707153320312,38.66307067871094,144.26673889160156,80.82017517089844
2022-04-29 00:00:00-04:00,46.50640869140625,20.059999465942383,13.57658576965332,166.5707244873047,38.1433219909668,138.27413940429688,77.85977935791016
2022-05-02 00:00:00-04:00,46.914268493652344,20.459999084472656,13.566747665405273,165.86880493164062,38.11444854736328,138.23464965820312,77.12452697753906
2022-05-03 00:00:00-04:00,47.90480041503906,19.520000457763672,13.586423873901367,168.37442016601562,38.52831268310547,138.97511291503906,80.70407104492188
2022-05-04 00:00:00-04:00,49.18666458129883,20.719999313354492,13.979947090148926,173.9608612060547,40.867156982421875,143.65464782714844,83.45160675048828
2022-05-05 00:00:00-04:00,48.76908874511719,20.350000381469727,13.773346900939941,171.27005004882812,40.82866287231445,139.8438720703125,81.53607940673828
2022-05-06 00:00:00-04:00,48.011619567871094,20.06999969482422,13.793024063110352,171.38705444335938,40.88641357421875,138.38275146484375,81.30387878417969
2022-05-09 00:00:00-04:00,48.43891143798828,17.440000534057617,13.930757522583008,168.17941284179688,41.22328186035156,133.8710174560547,77.43412780761719
2022-05-10 00:00:00-04:00,47.68144989013672,16.770000457763672,13.930757522583008,167.8284149169922,40.915283203125,135.3321533203125,77.41475677490234
2022-05-11 00:00:00-04:00,46.875431060791016,17.65999984741211,13.665128707885742,165.35205078125,40.2222900390625,133.68836975097656,74.83169555664062
2022-05-12 00:00:00-04:00,46.7103385925293,18.469999313354492,13.852051734924316,168.7040557861328,40.462913513183594,133.10589599609375,75.4798812866211
2022-05-13 00:00:00-04:00,46.34132766723633,18.979999542236328,13.842211723327637,172.42739868164062,40.18379211425781,134.81878662109375,78.19840240478516
2022-05-16 00:00:00-04:00,45.224544525146484,18.75,13.537233352661133,169.5347137451172,38.99031066894531,129.56661987304688,76.98910522460938
2022-05-17 00:00:00-04:00,47.06965255737305,19.6299991607666,13.930757522583008,174.8998565673828,39.44267654418945,134.12771606445312,81.65216827392578
2022-05-18 00:00:00-04:00,42.53456497192383,18.469999313354492,13.192900657653809,159.146484375,36.09321975708008,116.72742462158203,74.3963623046875
2022-05-19 00:00:00-04:00,43.69990921020508,18.489999771118164,13.163385391235352,156.96719360351562,36.34347152709961,117.71466827392578,76.75690460205078
2022-05-20 00:00:00-04:00,44.962345123291016,18.450000762939453,13.379825592041016,160.6416778564453,37.33483123779297,120.03965759277344,76.74722290039062
2022-05-23 00:00:00-04:00,45.739227294921875,19.600000381469727,13.438852310180664,162.14663696289062,38.36470031738281,123.435791015625,78.05327606201172
2022-05-24 00:00:00-04:00,45.690677642822266,18.34000015258789,13.75367259979248,158.25717163085938,38.42243957519531,121.66861724853516,74.07708740234375
2022-05-25 00:00:00-04:00,47.157047271728516,18.829999923706055,13.901244163513184,163.39755249023438,39.269432067871094,124.07749938964844,75.54759216308594
2022-05-26 00:00:00-04:00,47.516357421875,19.290000915527344,13.99962329864502,169.2415313720703,39.20205307006836,128.81629943847656,77.4534683227539
2022-05-27 00:00:00-04:00,47.428958892822266,20.100000381469727,14.009462356567383,170.8833465576172,39.24055862426758,130.3860626220703,78.71112823486328
2022-05-31 00:00:00-04:00,47.23473358154297,20.06999969482422,14.048812866210938,168.6552276611328,39.048065185546875,127.61859130859375,79.37867736816406
2022-06-01 00:00:00-04:00,46.244205474853516,19.780000686645508,14.06849193572998,168.97767639160156,39.22130584716797,127.21334838867188,78.74983215332031
2022-06-02 00:00:00-04:00,47.89508819580078,20.190000534057617,14.550559043884277,173.37533569335938,39.63518142700195,132.18487548828125,81.41999053955078
2022-06-03 00:00:00-04:00,47.61346435546875,19.969999313354492,14.462015151977539,175.320068359375,39.46193313598633,132.53573608398438,81.61346435546875
2022-06-06 00:00:00-04:00,48.52631759643555,18.959999084472656,14.570233345031738,176.95213317871094,40.26079177856445,132.96072387695312,82.4067611694336
2022-06-07 00:00:00-04:00,47.78826904296875,18.1299991607666,14.462015151977539,172.55445861816406,39.0865592956543,131.9674530029297,82.45514678955078
2022-06-08 00:00:00-04:00,46.33161163330078,18.469999313354492,13.979947090148926,164.96116638183594,38.220314025878906,125.46394348144531,77.93718719482422
2022-06-09 00:00:00-04:00,45.5235481262207,17.65999984741211,14.029138565063477,162.28347778320312,38.152950286865234,124.66830444335938,76.60210418701172
2022-06-10 00:00:00-04:00,44.82258987426758,17.450000762939453,13.87173080444336,160.0064697265625,37.84495544433594,122.15287017822266,74.53178405761719
2022-06-13 00:00:00-04:00,44.02427291870117,16.469999313354492,13.596261978149414,156.77171325683594,37.40221405029297,118.45636749267578,72.70330810546875
2022-06-14 00:00:00-04:00,43.9755973815918,17.239999771118164,13.57658576965332,157.7489776611328,37.04608917236328,118.34270477294922,72.9935531616211
2022-06-15 00:00:00-04:00,44.86153793334961,18.110000610351562,13.763509750366211,157.8467254638672,37.690956115722656,119.71654510498047,74.28025817871094
2022-06-16 00:00:00-04:00,43.78089141845703,17.489999771118164,13.468365669250488,152.99954223632812,36.43972396850586,116.10897827148438,70.82647705078125
2022-06-17 00:00:00-04:00,43.07992172241211,17.940000534057617,13.27160358428955,151.3577423095703,35.794857025146484,114.70056915283203,70.61363220214844
2022-06-21 00:00:00-04:00,43.858768463134766,17.68000030517578,13.360147476196289,155.12017822265625,36.11248016357422,117.78923797607422,72.27764129638672
2022-06-22 00:00:00-04:00,43.39146041870117,17.25,13.310956001281738,151.992919921875,35.76598358154297,116.47962951660156,71.61978149414062
2022-06-23 00:00:00-04:00,44.47211456298828,17.469999313354492,13.478205680847168,153.9181365966797,36.3338508605957,122.37033081054688,72.60657501220703
2022-06-24 00:00:00-04:00,45.82536315917969,18.229999542236328,13.79348373413086,158.4623565673828,36.824710845947266,127.3615951538086,76.03131866455078
2022-06-27 00:00:00-04:00,45.5235481262207,18.360000610351562,13.941271781921387,158.47216796875,37.47921371459961,128.5179901123047,77.09550476074219
2022-06-28 00:00:00-04:00,44.9686279296875,17.639999389648438,13.576728820800781,154.06472778320312,36.71884536743164,123.90230560302734,75.73140716552734
2022-06-29 00:00:00-04:00,44.70576477050781,17.06999969482422,13.547173500061035,153.72267150878906,36.80546569824219,126.16072845458984,75.59551239013672
2022-06-30 00:00:00-04:00,45.06597900390625,15.84000015258789,13.704813003540039,153.8887939453125,37.094215393066406,126.64997863769531,77.93510437011719
2022-07-01 00:00:00-04:00,46.44844055175781,16.6200008392334,13.86245059967041,156.2342529296875,37.54811477661133,128.9875030517578,79.49809265136719
2022-07-05 00:00:00-04:00,45.65011978149414,16.700000762939453,13.704813003540039,156.08767700195312,37.56743240356445,128.00404357910156,78.08072662353516
2022-07-06 00:00:00-04:00,46.35107421875,16.25,13.635843276977539,157.9151153564453,37.42256164550781,130.5590057373047,78.52729034423828
